Image_ID,Pothole,Number of Potholes,Level,Unnamed: 4,FullImagePath
pothole_image_29532,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29532.jpg
pothole_image_29533,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29533.jpg
pothole_image_29534,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29534.jpg
pothole_image_29535,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29535.jpg
pothole_image_29536,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29536.jpg
pothole_image_29537,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29537.jpg
pothole_image_29538,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29538.jpg
pothole_image_29540,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29540.jpg
pothole_image_29541,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29541.jpg
pothole_image_29542,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29542.jpg
pothole_image_29543,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29543.jpg
pothole_image_29544,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29544.jpg
pothole_image_29545,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29545.jpg
pothole_image_29546,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29546.jpg
pothole_image_29547,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29547.jpg
pothole_image_29548,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29548.jpg
pothole_image_29549,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29549.jpg
pothole_image_29550,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29550.jpg
pothole_image_29551,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29551.jpg
pothole_image_29552,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29552.jpg
pothole_image_29553,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29553.jpg
pothole_image_29554,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29554.jpg
pothole_image_29555,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29555.jpg
pothole_image_29556,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29556.jpg
pothole_image_29557,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29557.jpg
pothole_image_29558,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29558.jpg
pothole_image_29559,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29559.jpg
pothole_image_29560,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29560.jpg
pothole_image_29561,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29561.jpg
pothole_image_29562,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29562.jpg
pothole_image_29563,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29563.jpg
pothole_image_29565,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29565.jpg
pothole_image_29566,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29566.jpg
pothole_image_29567,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29567.jpg
pothole_image_29568,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29568.jpg
pothole_image_29569,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29569.jpg
pothole_image_29570,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29570.jpg
pothole_image_29571,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29571.jpg
pothole_image_29572,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29572.jpg
pothole_image_29573,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29573.jpg
pothole_image_29574,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29574.jpg
pothole_image_29575,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29575.jpg
pothole_image_29576,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29576.jpg
pothole_image_29577,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29577.jpg
pothole_image_29578,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29578.jpg
pothole_image_29579,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29579.jpg
pothole_image_29580,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29580.jpg
pothole_image_29581,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29581.jpg
pothole_image_29582,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29582.jpg
pothole_image_29583,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29583.jpg
pothole_image_29584,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29584.jpg
pothole_image_29585,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29585.jpg
pothole_image_29586,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29586.jpg
pothole_image_29587,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29587.jpg
pothole_image_29588,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29588.jpg
pothole_image_29589,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29589.jpg
pothole_image_29590,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29590.jpg
pothole_image_29591,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29591.jpg
pothole_image_29592,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29592.jpg
pothole_image_29593,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29593.jpg
pothole_image_29594,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29594.jpg
pothole_image_29595,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29595.jpg
pothole_image_29596,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29596.jpg
pothole_image_29597,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29597.jpg
pothole_image_29598,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29598.jpg
pothole_image_29599,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29599.jpg
pothole_image_296,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_296.jpg
pothole_image_29600,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29600.jpg
pothole_image_29601,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29601.jpg
pothole_image_29602,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29602.jpg
pothole_image_29603,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29603.jpg
pothole_image_29604,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29604.jpg
pothole_image_29605,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29605.jpg
pothole_image_29606,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29606.jpg
pothole_image_29607,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29607.jpg
pothole_image_29608,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29608.jpg
pothole_image_29609,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29609.jpg
pothole_image_29610,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29610.jpg
pothole_image_29611,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29611.jpg
pothole_image_29612,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29612.jpg
pothole_image_29613,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29613.jpg
pothole_image_29614,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29614.jpg
pothole_image_29615,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29615.jpg
pothole_image_29616,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29616.jpg
pothole_image_29617,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29617.jpg
pothole_image_29618,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29618.jpg
pothole_image_29619,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29619.jpg
pothole_image_2962,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2962.jpg
pothole_image_29620,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29620.jpg
pothole_image_29621,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29621.jpg
pothole_image_29622,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29622.jpg
pothole_image_29623,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29623.jpg
pothole_image_29625,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29625.jpg
pothole_image_29626,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29626.jpg
pothole_image_29627,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29627.jpg
pothole_image_29628,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29628.jpg
pothole_image_29629,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29629.jpg
pothole_image_2963,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2963.jpg
pothole_image_29630,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29630.jpg
pothole_image_29631,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29631.jpg
pothole_image_29632,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29632.jpg
pothole_image_29633,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29633.jpg
pothole_image_29635,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29635.jpg
pothole_image_29636,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29636.jpg
pothole_image_29637,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29637.jpg
pothole_image_29638,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29638.jpg
pothole_image_29639,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29639.jpg
pothole_image_2964,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2964.jpg
pothole_image_29640,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29640.jpg
pothole_image_29641,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29641.jpg
pothole_image_29642,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29642.jpg
pothole_image_29643,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29643.jpg
pothole_image_29644,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29644.jpg
pothole_image_29645,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29645.jpg
pothole_image_29646,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29646.jpg
pothole_image_29647,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29647.jpg
pothole_image_29648,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29648.jpg
pothole_image_29649,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29649.jpg
pothole_image_29650,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29650.jpg
pothole_image_29651,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29651.jpg
pothole_image_29652,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29652.jpg
pothole_image_29653,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29653.jpg
pothole_image_29654,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29654.jpg
pothole_image_29655,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29655.jpg
pothole_image_29656,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29656.jpg
pothole_image_29657,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29657.jpg
pothole_image_29658,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29658.jpg
pothole_image_29659,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29659.jpg
pothole_image_29661,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29661.jpg
pothole_image_29662,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29662.jpg
pothole_image_29663,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29663.jpg
pothole_image_29664,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29664.jpg
pothole_image_29665,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29665.jpg
pothole_image_29666,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29666.jpg
pothole_image_29667,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29667.jpg
pothole_image_29668,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29668.jpg
pothole_image_29669,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29669.jpg
pothole_image_29670,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29670.jpg
pothole_image_29672,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29672.jpg
pothole_image_29673,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29673.jpg
pothole_image_29674,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29674.jpg
pothole_image_29675,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29675.jpg
pothole_image_29676,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29676.jpg
pothole_image_29677,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29677.jpg
pothole_image_29678,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29678.jpg
pothole_image_29679,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29679.jpg
pothole_image_2968,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2968.jpg
pothole_image_29680,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29680.jpg
pothole_image_29681,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29681.jpg
pothole_image_29683,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29683.jpg
pothole_image_29684,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29684.jpg
pothole_image_29685,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29685.jpg
pothole_image_29686,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29686.jpg
pothole_image_29687,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29687.jpg
pothole_image_29688,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29688.jpg
pothole_image_29689,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29689.jpg
pothole_image_29690,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29690.jpg
pothole_image_29691,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29691.jpg
pothole_image_29692,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29692.jpg
pothole_image_29693,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29693.jpg
pothole_image_29695,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29695.jpg
pothole_image_29696,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29696.jpg
pothole_image_29697,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29697.jpg
pothole_image_29698,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29698.jpg
pothole_image_29699,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29699.jpg
pothole_image_297,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_297.jpg
pothole_image_29700,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29700.jpg
pothole_image_29701,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29701.jpg
pothole_image_29702,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29702.jpg
pothole_image_29703,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29703.jpg
pothole_image_29704,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29704.jpg
pothole_image_29705,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29705.jpg
pothole_image_29706,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29706.jpg
pothole_image_29707,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29707.jpg
pothole_image_29708,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29708.jpg
pothole_image_29709,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29709.jpg
pothole_image_2971,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2971.jpg
pothole_image_29710,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29710.jpg
pothole_image_29711,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29711.jpg
pothole_image_29712,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29712.jpg
pothole_image_29713,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29713.jpg
pothole_image_29714,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29714.jpg
pothole_image_29715,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29715.jpg
pothole_image_29716,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29716.jpg
pothole_image_29717,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29717.jpg
pothole_image_29718,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29718.jpg
pothole_image_29719,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29719.jpg
pothole_image_29722,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29722.jpg
pothole_image_29723,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29723.jpg
pothole_image_29724,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29724.jpg
pothole_image_29725,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29725.jpg
pothole_image_29726,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29726.jpg
pothole_image_29727,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29727.jpg
pothole_image_29728,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29728.jpg
pothole_image_29729,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29729.jpg
pothole_image_2973,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2973.jpg
pothole_image_29730,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29730.jpg
pothole_image_29731,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29731.jpg
pothole_image_29732,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29732.jpg
pothole_image_29733,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29733.jpg
pothole_image_29734,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29734.jpg
pothole_image_29736,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29736.jpg
pothole_image_29737,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29737.jpg
pothole_image_29738,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29738.jpg
pothole_image_29739,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29739.jpg
pothole_image_2974,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2974.jpg
pothole_image_29740,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29740.jpg
pothole_image_29741,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29741.jpg
pothole_image_29742,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29742.jpg
pothole_image_29743,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29743.jpg
pothole_image_29744,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29744.jpg
pothole_image_29745,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29745.jpg
pothole_image_29746,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29746.jpg
pothole_image_29747,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_29747.jpg
